Name,date_of_birth,goals,outfielder_block,touches,goal_assist,appearances,clean_sheet,mins_played,yellow_card,red_card,total_pass,big_chance_missed,total_offside,total_tackle,fouls,dispossessed,total_clearance
Mads Roerslev,1999-06-23,1.0,5.0,510.0,1.0,21.0,1.0,1233.0,1.0,0.0,297.0,0.0,2.0,23.0,18.0,4.0,26.0
Cristian Romero,1998-04-26,1.0,21.0,1623.0,0.0,22.0,5.0,1846.0,8.0,0.0,1316.0,0.0,2.0,62.0,28.0,5.0,72.0
Salomón Rondón,1989-09-15,1.0,0.0,304.0,1.0,20.0,1.0,783.0,3.0,1.0,186.0,2.0,5.0,6.0,12.0,10.0,10.0
Çaglar Söyüncü,1996-05-22,1.0,27.0,2251.0,0.0,28.0,5.0,2498.0,5.0,0.0,1920.0,0.0,1.0,47.0,24.0,3.0,112.0
John Stones,1994-05-27,1.0,3.0,1088.0,0.0,14.0,8.0,1118.0,0.0,0.0,975.0,1.0,0.0,5.0,3.0,1.0,25.0
Pascal Struijk,1999-08-10,1.0,23.0,1565.0,0.0,29.0,0.0,2051.0,6.0,1.0,1254.0,4.0,1.0,61.0,25.0,5.0,56.0
Matt Targett,1995-09-17,1.0,13.0,1980.0,1.0,33.0,8.0,2873.0,3.0,0.0,1194.0,1.0,1.0,75.0,24.0,9.0,60.0
James Tarkowski,1992-11-18,1.0,61.0,1667.0,2.0,35.0,7.0,3107.0,11.0,0.0,1180.0,5.0,2.0,64.0,30.0,5.0,183.0
Kieran Tierney,1997-06-04,1.0,5.0,1388.0,3.0,22.0,9.0,1918.0,0.0,0.0,904.0,0.0,1.0,18.0,5.0,8.0,49.0
James Tomkins,1989-03-28,1.0,8.0,378.0,0.0,8.0,0.0,546.0,2.0,0.0,319.0,0.0,0.0,8.0,7.0,0.0,18.0
Adama Traoré,1996-01-24,1.0,1.0,610.0,0.0,20.0,1.0,1063.0,0.0,0.0,298.0,3.0,9.0,8.0,10.0,29.0,1.0
Raphaël Varane,1993-04-24,1.0,9.0,1351.0,1.0,22.0,5.0,1829.0,0.0,0.0,1151.0,1.0,0.0,28.0,5.0,0.0,78.0
Nuno Tavares,2000-01-25,1.0,5.0,954.0,1.0,22.0,3.0,1170.0,2.0,0.0,586.0,0.0,1.0,21.0,23.0,13.0,30.0
Joël Veltman,1992-01-14,1.0,16.0,2317.0,1.0,34.0,8.0,2881.0,6.0,0.0,1584.0,1.0,0.0,74.0,39.0,10.0,85.0
Nikola Vlasic,1997-10-03,1.0,0.0,313.0,0.0,19.0,0.0,554.0,0.0,0.0,203.0,0.0,3.0,11.0,8.0,9.0,1.0
Kyle Walker-Peters,1997-04-12,1.0,8.0,1862.0,2.0,32.0,6.0,2632.0,5.0,0.0,1088.0,0.0,3.0,57.0,27.0,43.0,42.0
Granit Xhaka,1992-09-26,1.0,6.0,1862.0,2.0,27.0,5.0,2331.0,10.0,1.0,1543.0,0.0,2.0,32.0,29.0,23.0,28.0
Andrii Yarmolenko,1989-10-22,1.0,2.0,155.0,0.0,19.0,0.0,304.0,1.0,0.0,101.0,1.0,3.0,4.0,1.0,1.0,1.0
Kurt Zouma,1994-10-26,1.0,26.0,1260.0,0.0,24.0,5.0,2080.0,1.0,0.0,996.0,0.0,0.0,11.0,11.0,0.0,132.0
Sam Byram,1993-09-15,0.0,11.0,686.0,0.0,15.0,2.0,1024.0,3.0,0.0,441.0,0.0,0.0,24.0,12.0,4.0,45.0
Kiko Femenía,1991-02-01,0.0,8.0,1481.0,5.0,27.0,2.0,2149.0,2.0,0.0,877.0,0.0,2.0,35.0,12.0,7.0,51.0
Ruben Loftus-Cheek,1996-01-22,0.0,6.0,1275.0,2.0,24.0,2.0,1387.0,1.0,0.0,959.0,0.0,2.0,29.0,18.0,33.0,17.0
Yerry Mina,1994-09-22,0.0,9.0,473.0,0.0,13.0,2.0,847.0,3.0,0.0,356.0,0.0,1.0,12.0,5.0,1.0,37.0
Frank Onyeka,1997-12-31,0.0,2.0,519.0,0.0,20.0,1.0,1050.0,4.0,0.0,313.0,0.0,0.0,25.0,33.0,14.0,13.0
Eric Dier,1994-01-14,0.0,32.0,2630.0,0.0,35.0,16.0,3072.0,1.0,0.0,2325.0,3.0,0.0,15.0,12.0,2.0,141.0
Ben Gibson,1993-01-14,0.0,30.0,1674.0,0.0,28.0,6.0,2495.0,3.0,1.0,1366.0,2.0,0.0,23.0,12.0,2.0,137.0
Craig Cathcart,1989-02-05,0.0,29.0,1226.0,1.0,31.0,3.0,2395.0,3.0,0.0,903.0,0.0,0.0,32.0,13.0,2.0,129.0
Mohammed Salisu,1999-04-16,0.0,26.0,2347.0,0.0,34.0,6.0,2972.0,8.0,1.0,1741.0,4.0,2.0,80.0,38.0,10.0,150.0
Ben White,1997-10-07,0.0,24.0,2201.0,0.0,32.0,13.0,2880.0,3.0,0.0,1810.0,0.0,0.0,44.0,19.0,11.0,101.0
Daniel Amartey,1994-12-20,0.0,22.0,1777.0,0.0,28.0,5.0,2119.0,4.0,0.0,1535.0,0.0,1.0,26.0,14.0,1.0,91.0
Charlie Taylor,1993-09-17,0.0,20.0,1839.0,3.0,31.0,5.0,2730.0,3.0,0.0,980.0,0.0,0.0,45.0,17.0,15.0,72.0
Max Aarons,2000-01-03,0.0,19.0,1962.0,2.0,34.0,4.0,2882.0,8.0,0.0,1097.0,1.0,1.0,64.0,27.0,23.0,71.0
Joachim Andersen,1996-05-30,0.0,19.0,2652.0,3.0,34.0,11.0,2915.0,4.0,0.0,2334.0,0.0,1.0,30.0,19.0,8.0,123.0
Ben Godfrey,1998-01-14,0.0,19.0,1111.0,0.0,23.0,4.0,2031.0,6.0,0.0,705.0,1.0,0.0,47.0,17.0,4.0,91.0
Liam Cooper,1991-08-29,0.0,18.0,1430.0,1.0,21.0,5.0,1815.0,5.0,0.0,1175.0,0.0,2.0,41.0,19.0,1.0,72.0
Victor Lindelöf,1994-07-16,0.0,17.0,1608.0,2.0,28.0,5.0,2355.0,4.0,0.0,1377.0,0.0,2.0,16.0,19.0,1.0,94.0
Christian Kabasele,1991-02-23,0.0,16.0,624.0,0.0,16.0,1.0,1190.0,0.0,0.0,469.0,2.0,0.0,11.0,5.0,1.0,65.0
Cheikhou Kouyaté,1989-12-20,0.0,14.0,1118.0,1.0,27.0,4.0,1978.0,3.0,0.0,799.0,0.0,0.0,52.0,29.0,11.0,33.0
Luke Thomas,2001-06-09,0.0,14.0,1597.0,1.0,22.0,5.0,1912.0,2.0,0.0,1021.0,0.0,0.0,50.0,15.0,20.0,47.0
William Troost-Ekong,1993-08-31,0.0,14.0,762.0,0.0,17.0,0.0,1388.0,3.0,0.0,601.0,0.0,1.0,18.0,13.0,0.0,81.0
Aaron Wan-Bissaka,1997-11-25,0.0,14.0,1449.0,0.0,20.0,3.0,1794.0,2.0,0.0,937.0,0.0,1.0,49.0,15.0,13.0,32.0
Diogo Dalot,1999-03-17,0.0,13.0,1470.0,0.0,24.0,5.0,1799.0,4.0,0.0,961.0,1.0,1.0,55.0,18.0,8.0,56.0
Lucas Digne,1993-07-19,0.0,13.0,1886.0,4.0,29.0,7.0,2442.0,6.0,0.0,1109.0,0.0,3.0,46.0,33.0,19.0,62.0
Issa Diop,1997-01-08,0.0,13.0,579.0,1.0,13.0,2.0,962.0,0.0,0.0,477.0,0.0,1.0,10.0,5.0,1.0,42.0
Lyanco,1997-01-31,0.0,13.0,548.0,0.0,15.0,1.0,906.0,2.0,0.0,389.0,0.0,0.0,18.0,13.0,2.0,48.0
Samir,1994-12-04,0.0,11.0,899.0,0.0,19.0,3.0,1675.0,4.0,0.0,667.0,0.0,0.0,24.0,17.0,3.0,81.0
Ciaran Clark,1989-09-25,0.0,11.0,483.0,1.0,13.0,0.0,1015.0,2.0,1.0,364.0,1.0,1.0,13.0,6.0,2.0,41.0
Ozan Kabak,2000-03-24,0.0,11.0,563.0,0.0,11.0,2.0,924.0,2.0,0.0,429.0,1.0,1.0,10.0,10.0,6.0,25.0
Dwight McNeil,1999-11-21,0.0,11.0,1816.0,1.0,38.0,6.0,3112.0,1.0,0.0,939.0,3.0,1.0,78.0,16.0,51.0,21.0
Luke Shaw,1995-07-11,0.0,11.0,1364.0,3.0,20.0,3.0,1602.0,8.0,0.0,924.0,0.0,3.0,21.0,32.0,14.0,17.0
Joel Ward,1989-10-28,0.0,11.0,2105.0,0.0,28.0,9.0,2486.0,8.0,0.0,1445.0,0.0,1.0,44.0,22.0,18.0,95.0
Federico Fernández,1989-02-20,0.0,10.0,267.0,0.0,7.0,0.0,522.0,0.0,0.0,207.0,0.0,0.0,3.0,1.0,0.0,27.0
Robin Koch,1996-07-16,0.0,10.0,915.0,0.0,20.0,1.0,1574.0,3.0,0.0,698.0,1.0,0.0,21.0,22.0,6.0,43.0
Emil Krafth,1994-08-01,0.0,10.0,983.0,1.0,20.0,5.0,1635.0,5.0,0.0,591.0,0.0,0.0,37.0,22.0,4.0,49.0
Rodrigo Bentancur,1997-06-24,0.0,9.0,1235.0,4.0,17.0,6.0,1365.0,5.0,0.0,1007.0,0.0,0.0,36.0,22.0,13.0,32.0
Vladimír Coufal,1992-08-21,0.0,9.0,1740.0,4.0,28.0,5.0,2211.0,3.0,1.0,1046.0,0.0,2.0,45.0,29.0,15.0,57.0
Ibrahima Konaté,1999-05-24,0.0,9.0,867.0,0.0,11.0,4.0,990.0,2.0,0.0,750.0,0.0,0.0,16.0,10.0,1.0,37.0
Allan,1991-01-07,0.0,9.0,1330.0,2.0,28.0,4.0,2186.0,7.0,1.0,958.0,0.0,0.0,74.0,30.0,24.0,36.0
James McArthur,1987-10-06,0.0,9.0,1186.0,3.0,21.0,4.0,1436.0,4.0,0.0,909.0,0.0,3.0,33.0,24.0,14.0,26.0
Kalvin Phillips,1995-12-01,0.0,9.0,1241.0,1.0,20.0,3.0,1595.0,4.0,0.0,948.0,1.0,0.0,54.0,33.0,16.0,18.0
Ashley Westwood,1990-03-31,0.0,9.0,1474.0,3.0,27.0,3.0,2289.0,7.0,0.0,1113.0,0.0,0.0,21.0,29.0,14.0,15.0
Wilfred Ndidi,1996-12-15,0.0,8.0,1252.0,0.0,19.0,4.0,1619.0,4.0,0.0,929.0,0.0,1.0,60.0,30.0,15.0,52.0
Jannik Vestergaard,1992-08-02,0.0,8.0,465.0,0.0,10.0,0.0,564.0,2.0,0.0,377.0,0.0,0.0,15.0,4.0,0.0,35.0
Will Hughes,1995-04-16,0.0,7.0,690.0,1.0,16.0,1.0,1058.0,6.0,0.0,501.0,0.0,0.0,29.0,18.0,9.0,9.0
Erik Pieters,1988-08-06,0.0,7.0,498.0,1.0,12.0,4.0,727.0,1.0,0.0,254.0,0.0,0.0,28.0,14.0,2.0,37.0
Albert Sambi Lokonga,1999-10-21,0.0,7.0,960.0,0.0,19.0,5.0,1133.0,5.0,0.0,818.0,0.0,0.0,22.0,12.0,8.0,11.0
Jamie Shackleton,1999-10-07,0.0,7.0,523.0,0.0,14.0,1.0,707.0,4.0,0.0,346.0,0.0,0.0,27.0,13.0,2.0,10.0
Oliver Skipp,2000-09-15,0.0,7.0,1001.0,0.0,18.0,7.0,1348.0,6.0,0.0,845.0,0.0,1.0,33.0,16.0,11.0,8.0
Jack Stephens,1994-01-26,0.0,7.0,582.0,0.0,11.0,1.0,811.0,3.0,0.0,464.0,0.0,0.0,19.0,8.0,1.0,41.0
Mads Bech Sørensen,1999-01-06,0.0,6.0,582.0,0.0,11.0,2.0,833.0,3.0,0.0,431.0,0.0,0.0,8.0,8.0,0.0,24.0
Willy Boly,1991-02-02,0.0,6.0,678.0,0.0,10.0,1.0,900.0,1.0,0.0,556.0,0.0,1.0,25.0,7.0,3.0,35.0
Andreas Christensen,1996-04-09,0.0,6.0,1498.0,0.0,19.0,9.0,1494.0,2.0,0.0,1321.0,2.0,0.0,14.0,11.0,1.0,51.0
Tom Cleverley,1989-08-11,0.0,6.0,851.0,2.0,28.0,1.0,1623.0,2.0,0.0,596.0,0.0,2.0,37.0,28.0,16.0,18.0
Junior Firpo,1996-08-21,0.0,6.0,1214.0,2.0,24.0,1.0,1715.0,11.0,0.0,778.0,1.0,1.0,60.0,39.0,7.0,32.0
Dimitris Giannoulis,1995-10-16,0.0,6.0,962.0,1.0,18.0,3.0,1166.0,2.0,0.0,553.0,0.0,0.0,36.0,16.0,11.0,33.0
Adam Lallana,1988-05-09,0.0,6.0,1178.0,1.0,24.0,3.0,1560.0,4.0,0.0,957.0,0.0,0.0,34.0,11.0,15.0,13.0
Imrân Louza,1999-04-30,0.0,6.0,967.0,0.0,20.0,2.0,1419.0,6.0,0.0,650.0,1.0,0.0,41.0,24.0,9.0,20.0
Adam Masina,1994-01-01,0.0,6.0,700.0,1.0,15.0,1.0,1076.0,0.0,0.0,422.0,0.0,0.0,24.0,14.0,1.0,40.0
Nemanja Matic,1988-07-31,0.0,6.0,1270.0,4.0,23.0,0.0,1382.0,3.0,0.0,1039.0,0.0,0.0,31.0,26.0,21.0,18.0
Romain Perraud,1997-09-21,0.0,6.0,995.0,1.0,20.0,3.0,1625.0,3.0,0.0,534.0,1.0,0.0,34.0,31.0,9.0,38.0
Brandon Williams,2000-09-02,0.0,6.0,1513.0,1.0,26.0,2.0,2123.0,8.0,0.0,934.0,0.0,0.0,55.0,23.0,17.0,45.0
Fabian Delph,1989-11-20,0.0,5.0,397.0,0.0,11.0,0.0,666.0,2.0,0.0,306.0,0.0,0.0,18.0,8.0,0.0,10.0
James Milner,1986-01-03,0.0,5.0,929.0,1.0,24.0,2.0,850.0,2.0,0.0,702.0,0.0,0.0,28.0,17.0,5.0,19.0
Tyrick Mitchell,1999-08-31,0.0,5.0,2411.0,2.0,36.0,10.0,3102.0,1.0,0.0,1493.0,0.0,2.0,104.0,16.0,26.0,83.0
Danny Rose,1990-07-01,0.0,5.0,443.0,0.0,8.0,0.0,689.0,4.0,0.0,227.0,0.0,1.0,16.0,10.0,1.0,9.0
Japhet Tanganga,1999-03-30,0.0,5.0,516.0,0.0,11.0,3.0,740.0,2.0,1.0,346.0,0.0,1.0,14.0,19.0,5.0,30.0
Nélson Semedo,1993-11-15,0.0,4.0,1581.0,1.0,25.0,6.0,2137.0,1.0,0.0,912.0,2.0,4.0,58.0,23.0,27.0,52.0
Billy Gilmour,2001-06-10,0.0,4.0,1485.0,1.0,24.0,2.0,1858.0,2.0,0.0,1136.0,0.0,1.0,41.0,28.0,11.0,29.0
Phil Jones,1992-02-20,0.0,4.0,106.0,0.0,4.0,0.0,161.0,0.0,0.0,81.0,0.0,0.0,5.0,0.0,0.0,8.0
James Justin,1998-02-22,0.0,4.0,835.0,0.0,13.0,2.0,997.0,0.0,0.0,558.0,1.0,1.0,22.0,7.0,10.0,32.0
Marçal,1989-02-18,0.0,4.0,1127.0,0.0,18.0,6.0,1453.0,3.0,0.0,690.0,1.0,1.0,42.0,29.0,6.0,39.0
Pablo Marí,1993-08-30,0.0,4.0,122.0,0.0,2.0,0.0,180.0,1.0,0.0,92.0,0.0,0.0,5.0,1.0,0.0,10.0
Nampalys Mendy,1992-06-22,0.0,4.0,754.0,0.0,14.0,1.0,1033.0,3.0,0.0,645.0,0.0,0.0,12.0,17.0,9.0,10.0
Marvelous Nakamba,1994-01-18,0.0,4.0,532.0,0.0,16.0,1.0,905.0,5.0,0.0,384.0,0.0,0.0,32.0,16.0,10.0,15.0
Jeremy Ngakia,2000-09-06,0.0,4.0,592.0,0.0,16.0,1.0,900.0,0.0,0.0,336.0,0.0,0.0,31.0,10.0,5.0,30.0
Alex Telles,1992-12-14,0.0,4.0,1445.0,4.0,21.0,4.0,1660.0,1.0,0.0,935.0,0.0,1.0,48.0,23.0,10.0,43.0
Axel Tuanzebe,1997-11-13,0.0,4.0,285.0,0.0,9.0,1.0,505.0,1.0,0.0,240.0,0.0,0.0,5.0,3.0,0.0,12.0
Kyle Walker,1990-05-27,0.0,4.0,1803.0,2.0,20.0,10.0,1755.0,1.0,0.0,1499.0,0.0,1.0,15.0,7.0,6.0,15.0
Ashley Young,1985-07-08,0.0,4.0,805.0,2.0,24.0,3.0,1240.0,2.0,0.0,519.0,0.0,1.0,18.0,16.0,3.0,24.0
Ryan Bertrand,1989-08-04,0.0,3.0,238.0,0.0,4.0,0.0,338.0,1.0,0.0,145.0,0.0,0.0,8.0,3.0,4.0,6.0
Toti,1999-01-15,0.0,3.0,268.0,0.0,4.0,0.0,360.0,1.0,0.0,201.0,0.0,1.0,11.0,2.0,2.0,14.0
Leo Hjelde,2003-08-25,0.0,3.0,132.0,0.0,2.0,0.0,148.0,0.0,0.0,80.0,0.0,0.0,5.0,1.0,0.0,7.0
Mathias Jensen,1995-12-31,0.0,3.0,1021.0,1.0,31.0,1.0,1600.0,0.0,0.0,706.0,4.0,3.0,33.0,19.0,15.0,11.0
Tariq Lamptey,2000-09-29,0.0,3.0,1104.0,2.0,30.0,3.0,1556.0,4.0,0.0,614.0,1.0,3.0,36.0,27.0,21.0,20.0
Solly March,1994-07-19,0.0,3.0,1042.0,2.0,31.0,1.0,1739.0,1.0,0.0,638.0,1.0,12.0,30.0,31.0,29.0,23.0
Saúl Ñíguez,1994-11-20,0.0,3.0,445.0,0.0,10.0,1.0,478.0,1.0,0.0,325.0,0.0,0.0,20.0,9.0,11.0,9.0
Malang Sarr,1999-01-22,0.0,3.0,564.0,0.0,8.0,2.0,546.0,2.0,0.0,467.0,0.0,0.0,14.0,8.0,2.0,19.0
Ryan Sessegnon,2000-05-17,0.0,3.0,606.0,2.0,15.0,3.0,1052.0,2.0,0.0,323.0,0.0,5.0,25.0,19.0,12.0,22.0
Jacob Sørensen,1998-03-02,0.0,3.0,399.0,0.0,10.0,0.0,601.0,0.0,0.0,302.0,0.0,0.0,22.0,7.0,2.0,18.0
Takehiro Tomiyasu,1998-11-04,0.0,3.0,1357.0,1.0,21.0,7.0,1682.0,2.0,0.0,921.0,0.0,0.0,35.0,16.0,12.0,55.0
Yan Valery,1999-02-21,0.0,3.0,223.0,0.0,5.0,1.0,369.0,0.0,0.0,139.0,0.0,0.0,8.0,3.0,2.0,16.0
Harry Winks,1996-02-01,0.0,3.0,801.0,1.0,19.0,1.0,907.0,2.0,0.0,653.0,0.0,0.0,15.0,11.0,6.0,8.0
Oleksandr Zinchenko,1996-12-14,0.0,3.0,1193.0,4.0,15.0,5.0,1044.0,0.0,0.0,971.0,0.0,1.0,20.0,11.0,6.0,11.0
Eric Bailly,1994-04-11,0.0,2.0,117.0,0.0,4.0,0.0,217.0,1.0,0.0,85.0,0.0,0.0,5.0,2.0,1.0,10.0
Nathaniel Clyne,1991-04-04,0.0,2.0,849.0,1.0,16.0,6.0,1351.0,1.0,0.0,558.0,0.0,0.0,21.0,3.0,4.0,30.0
Wesley Fofana,2000-12-16,0.0,2.0,609.0,0.0,7.0,1.0,630.0,2.0,0.0,527.0,1.0,0.0,12.0,7.0,2.0,26.0
Charlie Goode,1995-08-02,0.0,2.0,353.0,0.0,6.0,1.0,448.0,3.0,0.0,230.0,0.0,0.0,7.0,5.0,1.0,8.0
Jóhann Gudmundsson,1990-10-26,0.0,2.0,520.0,1.0,18.0,1.0,1104.0,2.0,0.0,293.0,2.0,3.0,16.0,16.0,19.0,20.0
Jamal Lewis,1998-01-24,0.0,2.0,144.0,0.0,5.0,1.0,263.0,1.0,0.0,79.0,0.0,0.0,8.0,2.0,7.0,8.0
Jakub Moder,1999-04-06,0.0,2.0,1114.0,3.0,28.0,2.0,1702.0,2.0,0.0,760.0,4.0,0.0,42.0,19.0,19.0,20.0
Matt Ritchie,1989-09-09,0.0,2.0,854.0,2.0,18.0,0.0,1334.0,5.0,0.0,504.0,0.0,0.0,22.0,13.0,5.0,23.0
Francisco Sierralta,1997-05-05,0.0,2.0,254.0,0.0,5.0,0.0,428.0,0.0,0.0,182.0,0.0,0.0,7.0,4.0,0.0,34.0
André Gomes,1993-07-29,0.0,2.0,412.0,1.0,14.0,0.0,618.0,3.0,0.0,276.0,1.0,0.0,16.0,24.0,16.0,7.0
Dominic Thompson,2000-07-25,0.0,2.0,59.0,0.0,2.0,0.0,148.0,0.0,0.0,37.0,0.0,0.0,1.0,1.0,0.0,3.0
Konstantinos Tsimikas,1996-05-11,0.0,2.0,837.0,2.0,13.0,3.0,873.0,3.0,0.0,512.0,1.0,0.0,27.0,20.0,5.0,19.0
Steven Alzate,1998-09-07,0.0,1.0,304.0,0.0,9.0,0.0,405.0,0.0,0.0,232.0,0.0,0.0,10.0,6.0,3.0,8.0
Charlie Cresswell,2002-08-16,0.0,1.0,125.0,0.0,5.0,0.0,139.0,1.0,0.0,104.0,0.0,1.0,5.0,3.0,0.0,6.0
Moussa Djenepo,1998-06-14,0.0,1.0,277.0,0.0,12.0,1.0,455.0,3.0,0.0,140.0,1.0,0.0,9.0,9.0,9.0,5.0
Harvey Elliott,2003-04-03,0.0,1.0,312.0,0.0,6.0,1.0,346.0,0.0,0.0,241.0,0.0,0.0,3.0,2.0,0.0,2.0
Mohamed Elneny,1992-07-10,0.0,1.0,646.0,2.0,14.0,0.0,801.0,1.0,0.0,565.0,0.0,0.0,16.0,5.0,3.0,11.0
Peter Etebo,1995-11-08,0.0,1.0,217.0,0.0,9.0,0.0,397.0,3.0,0.0,165.0,0.0,0.0,11.0,8.0,2.0,4.0
Ashley Fletcher,1995-10-01,0.0,1.0,14.0,0.0,3.0,0.0,28.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0
Adam Forshaw,1991-10-07,0.0,1.0,1043.0,1.0,22.0,2.0,1529.0,5.0,0.0,826.0,0.0,2.0,53.0,26.0,11.0,12.0
Ryan Fredericks,1992-10-09,0.0,1.0,174.0,0.0,7.0,0.0,303.0,1.0,0.0,119.0,0.0,0.0,2.0,3.0,1.0,5.0
