Name,date_of_birth,goals,outfielder_block,touches,goal_assist,appearances,clean_sheet,mins_played,yellow_card,red_card,total_pass,big_chance_missed,total_offside,total_tackle,fouls,dispossessed,total_clearance
Joe Gomez,1997-05-22,0.0,1.0,343.0,1.0,8.0,2.0,330.0,2.0,0.0,239.0,0.0,0.0,10.0,5.0,2.0,6.0
Edo Kayembe,1998-06-02,0.0,1.0,564.0,0.0,13.0,0.0,799.0,0.0,0.0,433.0,0.0,1.0,21.0,4.0,11.0,13.0
Jonjoe Kenny,1997-03-14,0.0,1.0,602.0,1.0,15.0,1.0,1017.0,1.0,1.0,361.0,0.0,1.0,17.0,9.0,3.0,26.0
Giovani Lo Celso,1996-04-08,0.0,1.0,227.0,0.0,9.0,0.0,233.0,0.0,0.0,150.0,1.0,1.0,8.0,2.0,3.0,0.0
Kevin Long,1990-08-17,0.0,1.0,144.0,0.0,6.0,0.0,408.0,1.0,0.0,102.0,0.0,1.0,3.0,4.0,0.0,19.0
Luka Milivojevic,1991-04-06,0.0,1.0,581.0,0.0,15.0,0.0,776.0,1.0,0.0,450.0,0.0,0.0,18.0,15.0,3.0,15.0
Nicolas Nkoulou,1990-03-26,0.0,1.0,75.0,0.0,3.0,0.0,168.0,0.0,0.0,57.0,0.0,0.0,1.0,1.0,1.0,8.0
Przemyslaw Placheta,1998-03-22,0.0,1.0,249.0,0.0,12.0,0.0,505.0,1.0,0.0,132.0,0.0,0.0,4.0,1.0,11.0,4.0
Joe Rodon,1997-10-21,0.0,1.0,46.0,0.0,3.0,0.0,87.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,7.0
Lukas Rupp,1991-01-07,0.0,1.0,537.0,0.0,19.0,0.0,762.0,0.0,0.0,384.0,0.0,0.0,9.0,7.0,19.0,6.0
Ellis Simms,2001-01-04,0.0,1.0,19.0,0.0,1.0,0.0,62.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0
Boubakary Soumaré,1999-02-26,0.0,1.0,708.0,1.0,19.0,1.0,1100.0,0.0,0.0,536.0,0.0,0.0,19.0,16.0,13.0,18.0
Dale Stephens,1989-06-11,0.0,1.0,71.0,0.0,3.0,1.0,123.0,1.0,0.0,57.0,0.0,0.0,4.0,5.0,0.0,1.0
Ben Foster,1983-04-02,0.0,0.0,1003.0,1.0,26.0,4.0,2340.0,0.0,0.0,804.0,0.0,0.0,0.0,1.0,0.0,15.0
Vicente Guaita,1987-01-09,0.0,0.0,1117.0,0.0,30.0,11.0,2655.0,2.0,0.0,797.0,0.0,0.0,1.0,1.0,0.0,22.0
Illan Meslier,2000-03-01,0.0,0.0,1637.0,0.0,38.0,5.0,3385.0,2.0,0.0,1115.0,0.0,0.0,1.0,0.0,0.0,45.0
Tyler Morton,2002-10-30,0.0,0.0,41.0,0.0,2.0,0.0,66.0,1.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0
Kenneth Sema,1993-09-29,0.0,0.0,375.0,0.0,18.0,2.0,845.0,1.0,0.0,188.0,0.0,0.0,16.0,15.0,25.0,10.0
Christoph Zimmermann,1993-01-11,0.0,0.0,80.0,0.0,3.0,0.0,157.0,0.0,0.0,63.0,0.0,0.0,6.0,1.0,0.0,4.0
Robert Sánchez,1997-11-17,0.0,0.0,1729.0,0.0,37.0,11.0,3329.0,4.0,1.0,1333.0,0.0,0.0,2.0,1.0,0.0,21.0
Alisson,1992-10-01,0.0,0.0,1551.0,1.0,36.0,20.0,3240.0,0.0,0.0,1177.0,0.0,0.0,3.0,0.0,0.0,47.0
Kasper Schmeichel,1986-11-04,0.0,0.0,1476.0,0.0,37.0,7.0,3330.0,2.0,0.0,1123.0,0.0,0.0,0.0,0.0,0.0,27.0
José Sá,1993-01-16,0.0,0.0,1347.0,1.0,37.0,11.0,3285.0,3.0,0.0,889.0,0.0,0.0,2.0,3.0,0.0,39.0
Aaron Ramsdale,1998-05-13,0.0,0.0,1345.0,0.0,34.0,12.0,3060.0,1.0,0.0,1010.0,0.0,0.0,2.0,0.0,0.0,38.0
Jordan Pickford,1994-03-06,0.0,0.0,1340.0,0.0,35.0,7.0,3150.0,2.0,0.0,1021.0,0.0,0.0,1.0,0.0,0.0,36.0
Nick Pope,1992-04-18,0.0,0.0,1311.0,0.0,36.0,9.0,3240.0,1.0,0.0,929.0,0.0,0.0,0.0,0.0,0.0,46.0
Emiliano Martínez,1992-09-01,0.0,0.0,1259.0,0.0,36.0,11.0,3240.0,4.0,0.0,937.0,0.0,0.0,1.0,0.0,0.0,9.0
Ederson,1993-08-16,0.0,0.0,1240.0,0.0,37.0,20.0,3330.0,3.0,0.0,960.0,0.0,0.0,2.0,1.0,0.0,21.0
Tim Krul,1988-04-02,0.0,0.0,1237.0,0.0,29.0,5.0,2610.0,1.0,0.0,903.0,0.0,0.0,1.0,0.0,0.0,27.0
David Raya,1995-09-14,0.0,0.0,1216.0,0.0,24.0,8.0,2160.0,1.0,0.0,960.0,0.0,0.0,0.0,1.0,0.0,17.0
Lukasz Fabianski,1985-04-17,0.0,0.0,1200.0,0.0,37.0,8.0,3330.0,2.0,0.0,849.0,0.0,0.0,0.0,1.0,1.0,22.0
Hugo Lloris,1986-12-25,0.0,0.0,1140.0,0.0,38.0,16.0,3420.0,2.0,0.0,793.0,0.0,0.0,1.0,0.0,0.0,34.0
Édouard Mendy,1992-02-29,0.0,0.0,1090.0,0.0,34.0,14.0,3060.0,3.0,0.0,802.0,0.0,0.0,1.0,1.0,0.0,24.0
David de Gea,1990-11-06,0.0,0.0,1087.0,0.0,38.0,8.0,3420.0,0.0,0.0,788.0,0.0,0.0,0.0,0.0,0.0,21.0
Martin Dúbravka,1989-01-14,0.0,0.0,971.0,0.0,26.0,8.0,2340.0,1.0,0.0,753.0,0.0,0.0,1.0,0.0,0.0,12.0
Fraser Forster,1988-03-16,0.0,0.0,732.0,0.0,19.0,3.0,1710.0,1.0,0.0,530.0,0.0,0.0,1.0,0.0,0.0,35.0
Ibrahima Diallo,1999-03-07,0.0,0.0,594.0,2.0,23.0,1.0,1018.0,1.0,0.0,444.0,0.0,0.0,22.0,8.0,13.0,10.0
Álvaro Fernández,1998-04-12,0.0,0.0,591.0,0.0,12.0,1.0,1080.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,9.0
Alex McCarthy,1989-12-02,0.0,0.0,588.0,0.0,17.0,5.0,1530.0,1.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,12.0
Daniel Bachmann,1994-07-08,0.0,0.0,430.0,0.0,12.0,0.0,1080.0,0.0,0.0,315.0,0.0,0.0,0.0,1.0,0.0,8.0
Nathan Tella,1999-07-04,0.0,0.0,371.0,1.0,14.0,0.0,811.0,2.0,0.0,161.0,1.0,3.0,13.0,17.0,23.0,8.0
Angus Gunn,1996-01-21,0.0,0.0,359.0,0.0,9.0,1.0,810.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,13.0
Jack Butland,1993-03-09,0.0,0.0,326.0,0.0,9.0,1.0,765.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,8.0
Karl Darlow,1990-10-07,0.0,0.0,294.0,0.0,8.0,0.0,720.0,1.0,0.0,221.0,0.0,0.0,0.0,1.0,0.0,8.0
Morgan Sanson,1994-08-17,0.0,0.0,258.0,0.0,10.0,0.0,352.0,0.0,0.0,153.0,0.0,0.0,12.0,3.0,10.0,2.0
Juan Mata,1988-04-27,0.0,0.0,256.0,0.0,7.0,0.0,232.0,0.0,0.0,208.0,0.0,2.0,6.0,2.0,2.0,1.0
Todd Cantwell,1998-02-26,0.0,0.0,234.0,0.0,8.0,0.0,440.0,2.0,0.0,151.0,0.0,2.0,15.0,4.0,8.0,2.0
Fábio Silva,2002-07-18,0.0,0.0,233.0,0.0,22.0,0.0,563.0,0.0,0.0,136.0,4.0,4.0,3.0,13.0,14.0,1.0
Hamza Choudhury,1997-09-30,0.0,0.0,217.0,0.0,6.0,0.0,287.0,1.0,0.0,149.0,0.0,0.0,9.0,4.0,2.0,10.0
Ki-Jana Hoever,2002-01-17,0.0,0.0,211.0,0.0,8.0,1.0,307.0,1.0,0.0,118.0,0.0,1.0,10.0,5.0,4.0,7.0
Carney Chukwuemeka,2003-10-19,0.0,0.0,187.0,1.0,12.0,0.0,295.0,0.0,0.0,120.0,1.0,0.0,7.0,3.0,6.0,2.0
Ainsley Maitland-Niles,1997-08-28,0.0,0.0,183.0,0.0,8.0,1.0,264.0,0.0,0.0,135.0,0.0,0.0,8.0,4.0,5.0,3.0
Chiquinho,2000-02-04,0.0,0.0,174.0,3.0,8.0,0.0,204.0,0.0,0.0,75.0,1.0,0.0,9.0,9.0,6.0,1.0
Ozan Tufan,1995-03-22,0.0,0.0,161.0,0.0,7.0,0.0,338.0,0.0,0.0,115.0,1.0,0.0,3.0,9.0,3.0,3.0
Kepa,1994-10-02,0.0,0.0,159.0,0.0,4.0,2.0,360.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,6.0
Christos Tzolis,2002-01-29,0.0,0.0,147.0,0.0,14.0,0.0,327.0,0.0,0.0,96.0,0.0,2.0,5.0,2.0,4.0,1.0
Bertrand Traoré,1995-09-05,0.0,0.0,139.0,0.0,9.0,0.0,213.0,0.0,0.0,78.0,0.0,2.0,3.0,0.0,2.0,1.0
Josh Dasilva,1998-10-22,0.0,0.0,138.0,0.0,9.0,0.0,252.0,0.0,1.0,87.0,0.0,0.0,2.0,4.0,5.0,6.0
Bernd Leno,1992-03-03,0.0,0.0,138.0,0.0,4.0,1.0,360.0,0.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0,5.0
Jonathan Rowe,2003-04-29,0.0,0.0,135.0,1.0,13.0,0.0,210.0,0.0,0.0,66.0,0.0,1.0,3.0,3.0,10.0,1.0
Theo Walcott,1989-03-15,0.0,0.0,135.0,0.0,9.0,0.0,379.0,0.0,0.0,81.0,2.0,2.0,4.0,1.0,1.0,2.0
Freddie Woodman,1997-03-03,0.0,0.0,133.0,0.0,4.0,0.0,360.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Cundle,2002-04-25,0.0,0.0,120.0,0.0,4.0,0.0,180.0,0.0,0.0,103.0,0.0,0.0,4.0,3.0,1.0,1.0
Samuel Kalu,1997-08-25,0.0,0.0,114.0,0.0,4.0,0.0,222.0,0.0,0.0,61.0,1.0,3.0,2.0,0.0,5.0,2.0
Sam Greenwood,2002-01-25,0.0,0.0,110.0,2.0,7.0,0.0,232.0,0.0,0.0,73.0,0.0,2.0,8.0,7.0,0.0,1.0
Asmir Begovic,1987-06-19,0.0,0.0,106.0,0.0,3.0,1.0,270.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0
Cody Drameh,2001-12-07,0.0,0.0,103.0,0.0,3.0,0.0,126.0,1.0,0.0,55.0,0.0,0.0,4.0,2.0,0.0,3.0
Benjamin Mendy,1994-07-16,0.0,0.0,103.0,0.0,1.0,0.0,79.0,0.0,0.0,77.0,0.0,0.0,2.0,2.0,0.0,0.0
Paul Dummett,1991-09-25,0.0,0.0,100.0,0.0,3.0,0.0,198.0,2.0,0.0,52.0,0.0,0.0,7.0,3.0,0.0,5.0
Caoimhín Kelleher,1998-11-22,0.0,0.0,100.0,0.0,2.0,1.0,180.0,0.0,0.0,78.0,0.0,0.0,1.0,0.0,0.0,1.0
Crysencio Summerville,2001-10-29,0.0,0.0,100.0,0.0,6.0,0.0,126.0,0.0,0.0,66.0,1.0,0.0,5.0,1.0,2.0,0.0
Lewis Bate,2002-10-27,0.0,0.0,90.0,0.0,3.0,0.0,147.0,0.0,0.0,61.0,0.0,0.0,1.0,3.0,2.0,1.0
Wayne Hennessey,1987-01-23,0.0,0.0,90.0,0.0,2.0,0.0,180.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0
Bryan Gil,2001-02-10,0.0,0.0,89.0,0.0,9.0,0.0,86.0,0.0,0.0,56.0,0.0,0.0,3.0,1.0,2.0,0.0
Cole Palmer,2002-05-05,0.0,0.0,80.0,0.0,4.0,0.0,122.0,0.0,0.0,51.0,0.0,0.0,2.0,1.0,3.0,0.0
Marcus Forss,1999-06-17,0.0,0.0,71.0,1.0,7.0,0.0,203.0,0.0,0.0,36.0,0.0,0.0,3.0,3.0,1.0,0.0
Willy Caballero,1981-09-27,0.0,0.0,70.0,0.0,2.0,0.0,180.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0
Kenedy,1996-02-07,0.0,0.0,69.0,1.0,1.0,0.0,59.0,0.0,0.0,46.0,0.0,0.0,5.0,0.0,3.0,0.0
Jairo Riedewald,1996-09-08,0.0,0.0,67.0,0.0,3.0,0.0,116.0,0.0,0.0,53.0,0.0,0.0,1.0,1.0,1.0,1.0
Jonas Lössl,1989-01-31,0.0,0.0,65.0,0.0,2.0,0.0,180.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0
Tony Springett,2002-09-21,0.0,0.0,59.0,0.0,3.0,0.0,141.0,1.0,0.0,36.0,1.0,0.0,2.0,1.0,3.0,1.0
Will Smallbone,2000-02-20,0.0,0.0,56.0,0.0,4.0,0.0,133.0,0.0,0.0,33.0,0.0,0.0,4.0,2.0,0.0,0.0
Robin Olsen,1990-01-07,0.0,0.0,55.0,0.0,1.0,0.0,90.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0
Jesurun Rak-Sakyi,2002-10-04,0.0,0.0,45.0,0.0,2.0,0.0,81.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,2.0,0.0
Alphonse Aréola,1993-02-26,0.0,0.0,44.0,0.0,1.0,0.0,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0
Jason Steele,1990-08-17,0.0,0.0,44.0,0.0,1.0,0.0,90.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0
Zack Steffen,1995-04-01,0.0,0.0,43.0,0.0,1.0,1.0,90.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0
John Ruddy,1986-10-23,0.0,0.0,41.0,0.0,2.0,0.0,135.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0
Jed Steer,1992-09-22,0.0,0.0,40.0,0.0,1.0,0.0,90.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ward,1993-06-21,0.0,0.0,39.0,0.0,1.0,0.0,90.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0
Tim Iroegbunam,2003-06-29,0.0,0.0,38.0,0.0,3.0,0.0,91.0,1.0,0.0,27.0,0.0,0.0,5.0,2.0,0.0,1.0
Aaron Connolly,2000-01-27,0.0,0.0,37.0,0.0,4.0,0.0,155.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0
Jean-Philippe Gbamin,1995-09-24,0.0,0.0,35.0,0.0,3.0,0.0,66.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,2.0,1.0
Jeremy Sarmiento,2002-06-15,0.0,0.0,35.0,0.0,5.0,0.0,45.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0
Hannibal Mejbri,2003-01-20,0.0,0.0,34.0,0.0,2.0,0.0,68.0,2.0,0.0,21.0,0.0,1.0,2.0,3.0,1.0,0.0
Taylor Richards,2000-12-03,0.0,0.0,33.0,0.0,2.0,0.0,23.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0
Lewis Brunt,2000-11-05,0.0,0.0,28.0,0.0,1.0,0.0,23.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0
Dwight Gayle,1989-10-16,0.0,0.0,24.0,0.0,8.0,0.0,34.0,1.0,0.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0
Folarin Balogun,2001-07-02,0.0,0.0,23.0,0.0,2.0,0.0,70.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0
Sead Kolasinac,1993-06-19,0.0,0.0,23.0,0.0,2.0,0.0,91.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0
Mads Bidstrup,2001-02-24,0.0,0.0,21.0,0.0,4.0,0.0,37.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,2.0
Bali Mumba,2001-10-07,0.0,0.0,19.0,0.0,1.0,0.0,45.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0
James McAtee,2002-10-17,0.0,0.0,18.0,0.0,2.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0
Kristoffer Klaesson,2000-11-26,0.0,0.0,16.0,0.0,1.0,0.0,35.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
Reiss Nelson,1999-12-09,0.0,0.0,16.0,0.0,1.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
Lewis Dobbin,2003-01-02,0.0,0.0,14.0,0.0,3.0,0.0,30.0,1.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0
Morgan Gibbs-White,2000-01-26,0.0,0.0,14.0,0.0,2.0,0.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0
Cameron Archer,2001-12-08,0.0,0.0,13.0,0.0,3.0,0.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0
Troy Deeney,1988-06-28,0.0,0.0,12.0,0.0,2.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0
Chem Campbell,2002-12-29,0.0,0.0,11.0,0.0,1.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
Trézéguet,1994-09-30,0.0,0.0,11.0,0.0,1.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Neco Williams,2001-04-12,0.0,0.0,11.0,1.0,1.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Ashby,2001-11-13,0.0,0.0,10.0,0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
Tariqe Fosu-Henry,1995-11-04,0.0,0.0,10.0,0.0,1.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Hélder Costa,1994-01-11,0.0,0.0,10.0,0.0,1.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Finley Stevens,2003-04-09,0.0,0.0,10.0,0.0,1.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
Kaide Gordon,2004-10-04,0.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0
Tyler Onyango,2003-03-03,0.0,0.0,8.0,0.0,3.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Keinan Davis,1998-02-12,0.0,0.0,7.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
Evan Ferguson,2004-10-18,0.0,0.0,7.0,0.0,1.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaden Philogene,2002-02-07,0.0,0.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
Shola Shoretire,2004-02-01,0.0,0.0,7.0,0.0,1.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Price,2003-09-25,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
Nathan Ferguson,2000-10-05,0.0,0.0,5.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Jürgen Locadia,1993-11-06,0.0,0.0,5.0,0.0,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Stuart McKinstry,2002-09-17,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayky,2003-06-10,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Alejandro Garnacho,2004-06-30,0.0,0.0,3.0,0.0,2.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Liam McCarron,2001-03-06,0.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley,1996-11-23,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Cenk Tosun,1991-06-06,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Delap,2003-02-07,0.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CJ Egan-Riley,2003-01-01,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Moise Kean,2000-02-27,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Alex Král,1998-05-18,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey McAteer,2001-11-21,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,1994-08-02,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dane Scarlett,2004-03-23,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonny Perkins,2004-02-09,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Young-Coombes,2003-01-14,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Armstrong Oko-Flex,2002-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Chesters,2002-04-03,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Chrisene,2004-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nohan Kenneh,2003-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thierry Small,2004-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
